No.,URL,観光地名,最初の画像のURL,緯度,経度,エリア名,カテゴリー,条件,タグ,季節情報,開催期間,基本情報の備考欄,分類
684,https://niigata-kankou.or.jp/spot/7174,重文若林家住宅,https://niigata-kankou.or.jp/image/rendering/attraction_image/41337/trim.900/3/2?v=9a3c35f93fdd12751f29e158836533085ab5b253,38.22615518,139.4810603,村上・新発田エリア,"史跡・文化財, 庭園, 観光施設",情報なし,情報なし,情報がありません,情報がありません,"【国指定重要文化財】_x000D_
●種別：建造物_x000D_
●名称：若林家住宅_x000D_
●指定年月日：昭和52年1月28日、（追加）平成3年5月31日_x000D_
●時代：江戸後",観光施設
686,https://niigata-kankou.or.jp/spot/11590,村杉温泉（五頭温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/22149/trim.900/3/2?v=b14e0e2bfc68ac5c5a004f97385ee98e5c72f78f,37.807411,139.292307,新潟・阿賀エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ラジウム泉
●主な効能：神経痛、リウマチ、婦人病
●泉温：25.2度",温泉・サウナ
692,https://niigata-kankou.or.jp/spot/43382,塩の湯温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/139331/trim.900/3/2?v=c9f8abc1a250fd99c445d5e41c25cf86c0c59f53,38.053626727622884,139.32316321964342,村上・新発田エリア,"日帰り温泉, 温泉地, スパ・足湯","夫婦, 女性, ファミリー",情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
696,https://niigata-kankou.or.jp/spot/10726,高柳ガルルのスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/8938/trim.900/3/2?v=8f07edefcf067a9293f0a8b67186769782b6d1a8,37.2225686,138.6372156,長岡・柏崎エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月10日（日曜日）クローズ予定",※スキー場オープン期間外のお問い合わせは、新潟県立子ども自然王国（電話：0257-41-3355）へお願いいたします。,スキー・スノーアクティビティ
699,https://niigata-kankou.or.jp/spot/10672,休暇村妙高ルンルンスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/160184/trim.900/3/2?v=38da7e407746429f42cf6ef1cecc1f71ae104ce9,36.91187812,138.1703591,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月24日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
718,https://niigata-kankou.or.jp/spot/5832,寺泊水族博物館,https://niigata-kankou.or.jp/image/rendering/attraction_image/127266/trim.900/3/2?v=528f03a9881b9818a23aa04a57ce8f78b6d24429,37.6337803,138.7602582,長岡・柏崎エリア,動植物園・水族館,情報なし,情報なし,情報がありません,情報がありません,"【レシート割引実施中!!】「水族館は２度目がお得！」レシート割引のお知らせ_x000D_
チケット購入時に割引券付きレシートを発行しております。_x000D_
●ご利用いただける期間：割引券付きレシートの発行日翌日から６ヶ月間_x000D_
●割引後の入館料：一般５００円・中学生３００円・小学生２５０円・幼児１５０円_x000D_
※割引券付きレシート１枚で５名様まで割引が適用されます。",動植物園・水族館
720,https://niigata-kankou.or.jp/spot/42281,光の館,https://niigata-kankou.or.jp/image/rendering/attraction_image/140992/trim.900/3/2?v=0e33e592f04eaa2a99fde6435ab223cf3fffbb66,37.1891644,138.7297739,湯沢・魚沼エリア,"美術館・博物館, 大地の芸術祭, 温泉・宿・サウナ",ガイドサービス有,情報なし,情報がありません,情報がありません,"定員 16名（宿泊）_x000D_
※宿泊される方へ　チェックイン時間は日没のライトプログラム開始時間に間に合うように変更しています。時間厳守でお願いいたします。",温泉・サウナ
743,https://niigata-kankou.or.jp/spot/11683,椎崎温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23152/trim.900/3/2?v=c820d643ff4207d828dd8e9dae2d4564b6fe338c,38.065663,138.441896,佐渡エリア,"温泉地, 日帰り温泉",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム塩化物温泉_x000D_
●主な効能：神経痛・筋肉痛・関節痛・五十肩・運動麻痺・関節のこわばり・うちみ・くじき・消化器病等_x000D_
●泉温：57℃_x000D_
●湧湯量：1日500トン",温泉・サウナ
744,https://niigata-kankou.or.jp/spot/11588,今板温泉（五頭温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/22153/trim.900/3/2?v=0d27f78926a4313807904b6bca34f6b95b311fb3,37.806561,139.293769,新潟・阿賀エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：単純泉低張緩和性鉱泉
●主な効能：皮膚病、脚気、胃腸病
●泉温：26度",温泉・サウナ
758,https://niigata-kankou.or.jp/spot/41778,奥胎内ヒュッテ,https://niigata-kankou.or.jp/image/rendering/attraction_image/25789/trim.900/3/2?v=92b0e8133f4a38e87adbb41e91d7a8e55a2ce221,37.92401999,139.54064,村上・新発田エリア,"絶景・景勝地・天然記念物, 温泉地, 山・谷",情報なし,情報なし,情報がありません,情報がありません,"○レストランでは、夏にはさわやかな緑、秋にはすばらしい紅葉が眺められるテラスで、ゆっくりと贅沢なひと時を過ごすことができます。_x000D_
○大浴場では広々とした浴場から眺められる木々は、春～秋で徐々に表情を変えます。開放的なガラス越しの景色はまるで露天風呂にいるかのようです。_x000D_
〇レンタルハンモックチェア(1時間600円)　奥胎内の大自然に囲まれ、ハンモックチェアでごゆっくりおくつろぎください。_x000D_
○各種宿泊プランや日帰りプランもありますのでHPをご確認下さい。",温泉・サウナ
767,https://niigata-kankou.or.jp/spot/8495,シーサイドパーク名立,https://niigata-kankou.or.jp/image/rendering/attraction_image/153211/trim.900/3/2?v=04730236c74aa5eef0f3d233612548b2eec80b1a,37.16174722807263,138.09817794846208,妙高・上越・糸魚川エリア,"遊び,アウトドア・スポーツ,観光施設",情報なし,情報なし,情報がありません,情報がありません,"〇新型コロナウイルス感染症対策にご協力ください。_x000D_
・施設内では、マスク着用の徹底をお願いします。（ただし、未就学児は除く）_x000D_
・施設内各所に手指消毒液、トイレにはハンド　ソープを配置していますので手指消毒や手洗いの徹底をお願いします。_x000D_
・ビッグボブスレーのレバー、ヘルメット、シャトルバス内の消毒やシャトルバスの利用人数制限を行っており、混雑時には、長時間お待ちいただく場合がありますが、皆様のご理解とご協力をお願いします。",観光施設
787,https://niigata-kankou.or.jp/spot/7033,越後桜酒造（株）／「大吟醸 越後桜」,https://niigata-kankou.or.jp/image/rendering/attraction_image/144873/trim.900/3/2?v=8c6dfe4c6a6847f8f6bad848f48506b5b9b99209,37.840652,139.214898,新潟・阿賀エリア,"酒蔵見学,地酒・地ビール・ワイン,体験",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
789,https://niigata-kankou.or.jp/spot/11625,ゑしんの里やすらぎ荘,https://niigata-kankou.or.jp/image/rendering/attraction_image/142658/trim.900/3/2?v=85811428e914cbab51a6f2dbdc831fb38feec762,37.00960903,138.3204996,妙高・上越・糸魚川エリア,"温泉宿泊施設,日帰り温泉,温泉・サウナ",ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,,温泉・サウナ
799,https://niigata-kankou.or.jp/spot/7035,白龍酒造（株）／「白龍」,https://niigata-kankou.or.jp/image/rendering/attraction_image/22772/trim.900/3/2?v=0917cd51737d0ea1e6e16ab0a2854fdfa4e48230,37.835183,139.222709,新潟・阿賀エリア,"地酒・地ビール・ワイン,酒蔵見学,おみやげ",情報なし,情報なし,情報がありません,情報がありません,※酒蔵見学は受け付けておりません。,酒蔵見学
807,https://niigata-kankou.or.jp/spot/11620,鵜の浜温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/120818/trim.900/3/2?v=cd6998b93ada64952aafdba0867016e5a3742d70,37.24128716,138.3392254,妙高・上越・糸魚川エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム塩化物泉（弱アルカリ性高張性低温泉）
●効能：神経痛、筋肉痛、関節痛、打ち身
●泉温：41度",温泉・サウナ
830,https://niigata-kankou.or.jp/spot/11330,華報寺共同浴場,https://niigata-kankou.or.jp/image/rendering/attraction_image/22175/trim.900/3/2?v=4aca26aa79b52bc4c40cabf443549bee9c77c04c,37.818056,139.301448,新潟・阿賀エリア,温泉・サウナ,ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,"●泉質：アルカリ性単純温泉
●効能：アトピー皮膚炎、疲労回復など

【日帰り入浴料金】
●大人：200円
●小人(小学生)：100円
●幼児：50円",温泉・サウナ
831,https://niigata-kankou.or.jp/spot/10068,越後姫【いちご】,https://niigata-kankou.or.jp/image/rendering/attraction_image/19515/trim.900/3/2?v=5550152073bb09b7196415138928f116beeaea4c,37.9134166,138.2501204,新潟・阿賀エリア,"フルーツ・野菜収穫,おみやげ,スイーツ",情報なし,いちご狩り,情報がありません,情報がありません,情報がありません,フルーツ・野菜収穫
834,https://niigata-kankou.or.jp/spot/7039,麒麟山酒造（株）／「麒麟山」,https://niigata-kankou.or.jp/image/rendering/attraction_image/13940/trim.900/3/2?v=1edc6c1b944a00631593166247dea35b022de02f,37.68057,139.460326,新潟・阿賀エリア,"地酒・地ビール・ワイン,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
840,https://niigata-kankou.or.jp/spot/14586,まるごと貸切スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/18234/trim.900/3/2?v=77cac3fdbb78fc2fab8c68d41848c402484afa80,37.23484,138.9914,湯沢・魚沼エリア,"遊ぶ, スキー・スノーアクティビティ, アウトドア・スポーツ","夫婦, 女性, ファミリー",情報なし,情報がありません,2022年1月～3月,※貸切の条件等ご確認お願いします。,スキー・スノーアクティビティ
842,https://niigata-kankou.or.jp/spot/10720,長岡市営スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/153452/trim.900/3/2?v=496b0a84318db142f6f12fe0fa000436188808bd,37.41528180127801,138.89126312963867,長岡・柏崎エリア,"アウトドア・スポーツ, スキー・スノーアクティビティ",情報なし,情報なし,情報がありません,"2023年12月29日（金曜日） オープン予定_x000D_
2024年3月3日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
843,https://niigata-kankou.or.jp/spot/10678,糸魚川シーサイドバレースキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3310/trim.900/3/2?v=e1f4b10e7940696deee540681cd2ea9d1d333b47,36.93671002,137.8937688,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月15日（金曜日） オープン予定_x000D_
2024年3月20日（水曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
857,https://niigata-kankou.or.jp/spot/7056,柏露酒造（株）,https://niigata-kankou.or.jp/image/rendering/attraction_image/153644/trim.900/3/2?v=c3d833151da73d5caf871475b7a833009b2675d4,37.38923037816741,138.83362283068848,長岡・柏崎エリア,"地酒・地ビール・ワイン,おみやげ,体験,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
859,https://niigata-kankou.or.jp/spot/11374,AQUARE アクアーレ長岡,https://niigata-kankou.or.jp/image/rendering/attraction_image/153426/trim.900/3/2?v=8fb7565573e00d2fa79f34b7b37d2650ee87c3ac,37.42924,138.753076,長岡・柏崎エリア,"温泉・サウナ,温泉宿泊施設,スポーツ","カード対応可, ユニバーサルデザイン情報有",情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
873,https://niigata-kankou.or.jp/spot/41889,シティホールプラザ　アオーレ長岡(長岡市役所),https://niigata-kankou.or.jp/image/rendering/attraction_image/151526/trim.900/3/2?v=924d7923a602b06e545906cc6a4b224e617ab8c4,37.4465761,138.85124799999994,長岡・柏崎エリア,観光施設,"おむつ交換場所有, 授乳室有, ユニバーサルデザイン情報有, 夫婦, 女性, ファミリー",情報なし,情報がありません,情報がありません,屋根付き広場「ナカドマ」を中心に、アリーナ、市民交流スペース、行政機能、議会などの機能が一体となった複合型公共施設です。,観光施設
878,https://niigata-kankou.or.jp/spot/8499,【金谷山スキー場】金谷山公園,https://niigata-kankou.or.jp/image/rendering/attraction_image/143087/trim.900/3/2?v=9cae0d0ecd586d89d63696a1ee1f74c81a60b392,37.10420475033001,138.2252497234955,妙高・上越・糸魚川エリア,"スキー・スノーアクティビティ,自然・景観",情報なし,"スキー場, グリーンシーズン",情報がありません,情報がありません,"●ボブスレーは3歳から利用できます（未就学児は15歳以上の保護者の同乗が必要です）_x000D_
●リフトは小学生から利用できます（未就学児は利用できません）",スキー・スノーアクティビティ
898,https://niigata-kankou.or.jp/spot/11392,上の原高原温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3588/trim.900/3/2?v=942e3da847740d6e603c942d96824fdb2a8ba9ba,37.069421,138.848718,湯沢・魚沼エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム-塩化物温泉(低張性弱アルカリ性高温泉)_x000D_
●適応症：きりきず、末梢循環障害、冷え症　ほか_x000D_
●泉温：47～48度",温泉・サウナ
930,https://niigata-kankou.or.jp/spot/11400,丸山温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3596/trim.900/3/2?v=bd2f71e81952c80b1622ef0c84be6d96afda31b3,36.98479133,138.8021903,湯沢・魚沼エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム-塩化物泉(低張性弱アルカリ性低温泉)_x000D_
●適応症：きりきず、末梢循環障害、冷え性 ほか_x000D_
●泉温：28度",温泉・サウナ
949,https://niigata-kankou.or.jp/spot/7030,塩川酒造（株）／「越の関」,https://niigata-kankou.or.jp/image/rendering/attraction_image/61069/trim.900/3/2?v=fa7fe9939d5ee97732d0fdd904fefeac7ea06e89,37.859985,138.940326,新潟・阿賀エリア,"地酒・地ビール・ワイン,酒蔵見学,おみやげ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
968,https://niigata-kankou.or.jp/spot/7093,上越酒造（株）／「越後美人」,https://niigata-kankou.or.jp/image/rendering/attraction_image/1921/trim.900/3/2?v=8c4f95cc523f9a7ba21bf69f83526a1d3e6a9c85,37.098089,138.335332,妙高・上越・糸魚川エリア,"地酒・地ビール・ワイン,酒蔵見学,おみやげ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
971,https://niigata-kankou.or.jp/spot/5956,雪国植物園,https://niigata-kankou.or.jp/image/rendering/attraction_image/162116/trim.900/3/2?v=50f2eede60ddd274890f16b03ab0b2fa54b9a46a,37.4657912,138.7425614,長岡・柏崎エリア,"動植物園・水族館, 新潟県の雪割草・開花情報, 新潟県のカタクリ・開花情報, 新潟県のユキツバキ・開花情報, 新潟県のミズバショウ・開花情報, 新潟県の蛍スポット",情報なし,情報なし,"新潟県の雪割草・開花情報の最新状況: 終わり
新潟県の雪割草・開花情報のシーズン: 3月中旬～4月中旬
新潟県のカタクリ・開花情報の最新状況: 終わり
新潟県のカタクリ・開花情報のシーズン: 3月中旬～4月初旬
新潟県のユキツバキ・開花情報の最新状況: 終わり
新潟県のユキツバキ・開花情報のシーズン: 4月上旬～4月下旬
新潟県のミズバショウ・開花情報の最新状況: 終わり
新潟県のミズバショウ・開花情報のシーズン: 3月下旬～4月下旬
新潟県の蛍スポットの最新状況: 終わり
新潟県の蛍スポットのシーズン: 終了",情報がありません,"『恒例イベント、今年も実施します！』_x000D_
●雪割草展示即売会（3月15日～4月2日_x000D_
●春の山野草展示即売会（3月15日～5月31日）_x000D_
●長岡野鳥の会指導による春の探鳥会（5月7日　午前5時～8時※入園無料）_x000D_
●ホタルの夕べ（6月15日～6月30日　19時開園）・・・19時10分～ホタルの生態説明・19時45分～20時15分～ホタルの鑑賞タイム_x000D_
●カブトムシの飼い方教室（7月23日　10時～）※抽選で20名のお子さんに、オス・メスセットのカブトムシを進呈します！_x000D_
●長岡野鳥の会による秋の探鳥会（11月12日　午前8時～10時※入園無料）
_x000D_
『第21回山野草観察会受講生募集』※要予約（30名締切）_x000D_
●期間：毎月第3日曜日※4月～10月までの7回コース_x000D_
●時間：9時～12時_x000D_
●受講料：無料（但し、入園料はかかります）
_x000D_
※もみじの季節は無料開園します！（11月15日～11月30日）",動植物園・水族館
972,https://niigata-kankou.or.jp/spot/10673,関温泉スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/8843/trim.900/3/2?v=0f67295bfd2df1c93df3df2837ebfedb8166ae4e,36.90587033,138.1606924,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月22日（金曜日） オープン予定_x000D_
2024年5月中旬クローズ予定",情報がありません,スキー・スノーアクティビティ
979,https://niigata-kankou.or.jp/spot/11378,山古志の宿 あまやちの湯,https://niigata-kankou.or.jp/image/rendering/attraction_image/160656/trim.900/3/2?v=07109f464fd6b588549f0502c5e13ae017ccbb4e,37.3584349,138.92371179999998,長岡・柏崎エリア,"温泉・サウナ,温泉宿泊施設,日帰り温泉,キャンプ",情報なし,情報なし,情報がありません,情報がありません,"あまやちの湯より徒歩約5分「四季の里古志」のご紹介_x000D_
・キャンプ場_x000D_
・屋外炊事場_x000D_
・公衆トイレ（キャンプ場）_x000D_
・ログハウス（５棟）
_x000D_
　※上記施設のご利用については「あまやちの湯」にご予約ください。",温泉・サウナ
989,https://niigata-kankou.or.jp/spot/7051,池浦酒造（株）／「和楽互尊」,https://niigata-kankou.or.jp/image/rendering/attraction_image/157843/trim.900/3/2?v=34588d0768fba3a1cf020092b1db453e40c27814,37.5746787,138.7419773,長岡・柏崎エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
996,https://niigata-kankou.or.jp/spot/7060,お福酒造（株）／「お福正宗」,https://niigata-kankou.or.jp/image/rendering/attraction_image/153632/trim.900/3/2?v=fea05cb081f2179c3707bc16899093118d2535fd,37.4031974,138.8518777,長岡・柏崎エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
1008,https://niigata-kankou.or.jp/spot/8477,坂口記念館,https://niigata-kankou.or.jp/image/rendering/attraction_image/149667/trim.900/3/2?v=0373f96748cbc44ac8853d0529f9910bec4a9d4b,37.180477748049064,138.3425050398812,妙高・上越・糸魚川エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,"令和4年12月5日から令和5年2月9日は、開館日を下記のとおりとします。_x000D_
・酒杜り館：土曜日、日曜日、祝日のみ_x000D_
・楽縫庵：利用の予約があった日のみ",観光施設
1030,https://niigata-kankou.or.jp/spot/43273,あまやちの湯 プライベートサウナ【2023グリーンシーズン】,https://niigata-kankou.or.jp/image/rendering/attraction_image/143746/trim.900/3/2?v=6e7ddbb8ce3d4a85d0760c7877fab730b83a3da8,37.3584349,138.9237118,長岡・柏崎エリア,温泉・サウナ,情報なし,情報なし,情報がありません,情報がありません,"ロシア製３層式テントサウナＭＯＲＺＨ（モルジュ）_x000D_
・テ ン ト ：定員４名（W205ｃｍ×D205cm×H195cm　A＝4.2㎡）_x000D_
・ストーブ：AISI 430スチール ／ 最高温度120℃（R3/6/10実測値）　※参考：115℃（R3/3/7実測値）",温泉・サウナ
1038,https://niigata-kankou.or.jp/spot/11662,大佐渡温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23174/trim.900/3/2?v=c7e4780b9daaf3e6d9bfdf55be4e8fd46676ebf7,38.023061,138.225067,佐渡エリア,"温泉地, 温泉宿泊施設",カード対応可,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム塩化物硫酸塩温泉_x000D_
●主な効能：神経痛、筋肉痛、五十肩、冷え症、病後回復期、慢性消化器病_x000D_
●泉温：38.6度",温泉・サウナ
1057,https://niigata-kankou.or.jp/spot/11583,湯沢温泉（えちごせきかわ温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/104499/trim.900/3/2?v=35b5b5eb08939a5643f60c7c6061f9b6a6124228,38.09570321,139.5770292,村上・新発田エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：単純温泉…1号井、ナトリウム－塩化物・硫酸塩泉…2号井_x000D_
●主な効能：神経痛、冷え症、皮フ病、筋肉痛、関節痛、五十肩、うちみ_x000D_
●泉温：40～53度",温泉・サウナ
1062,https://niigata-kankou.or.jp/spot/11682,相川温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23158/trim.900/3/2?v=a2204280df9a7976a990a9bf0aeca92eba58cc5f,38.029062,138.23925,佐渡エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム、硫酸塩塩化物温泉_x000D_
●主な効能：神経痛、筋肉痛、疲労回復",温泉・サウナ
1067,https://niigata-kankou.or.jp/spot/44032,親不知交流センター　まるたん坊,https://niigata-kankou.or.jp/image/rendering/attraction_image/130936/trim.900/3/2?v=b96b671b250495eee36435d65954a089bac9dbcf,37.00404721,137.7347423,妙高・上越・糸魚川エリア,温泉・宿・サウナ,情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
1068,https://niigata-kankou.or.jp/spot/44028,十日町産業文化発信館 いこて,https://niigata-kankou.or.jp/image/rendering/attraction_image/130321/trim.900/3/2?v=b285c8591d80cb03eeffbfb3489b80b370e24de5,37.1357293,138.7613107,湯沢・魚沼エリア,"グルメ・ガストロノミー, 観光施設",情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
1077,https://niigata-kankou.or.jp/spot/11685,川津屋【秋成逆巻温泉】,https://niigata-kankou.or.jp/image/rendering/attraction_image/122380/trim.900/3/2?v=a357bfdad478c577a4ac307e8a5df0cddcdbfe33,36.93345986,138.6527726,湯沢・魚沼エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム・カルシウム－塩化物硫酸塩温泉_x000D_
●効能：皮膚病、水虫、神経痛、リュウマチ、通風、胃腸病、骨膜炎_x000D_
●泉温：42.1度",温泉・サウナ
1079,https://niigata-kankou.or.jp/spot/6997,リバーサイド津南,https://niigata-kankou.or.jp/image/rendering/attraction_image/122189/trim.900/3/2?v=52d09447fc135b342122e849413e98a31452d90f,37.02320311,138.639326,湯沢・魚沼エリア,"鉄道,温泉・サウナ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
1082,https://niigata-kankou.or.jp/spot/7433,遠藤実記念館・実唱館,https://niigata-kankou.or.jp/image/rendering/attraction_image/119809/trim.900/3/2?v=051a8d184093637dbacfce5786aebbd27068e8ff,37.80689274,138.8395132,新潟・阿賀エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,料金、営業時間、休館日など詳しくは実唱館ホームページをご覧ください。,観光施設
1084,https://niigata-kankou.or.jp/spot/41312,小千谷豪商の館　西脇邸,https://niigata-kankou.or.jp/image/rendering/attraction_image/118866/trim.900/3/2?v=cf08ae25db409a5f2e05cad11bd6d4baa1d82125,37.309262650134,138.79558211510493,長岡・柏崎エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
1092,https://niigata-kankou.or.jp/spot/11760,銀山平温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3697/trim.900/3/2?v=e4afa244eb95419ef256dd9a93af8e347d467094,37.136235,139.159613,湯沢・魚沼エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：アルカリ性単純温泉●主な効能：神経痛、筋肉痛、関節痛など _x000D_
●泉温：47.6度",温泉・サウナ
1097,https://niigata-kankou.or.jp/spot/11397,栃窪温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3590/trim.900/3/2?v=93981bef1571df3ecfbd5080f2f343a13cf0157b,37.052267,138.813857,湯沢・魚沼エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：中性低張性冷鉱泉_x000D_
●適応症：筋肉痛、神経痛、関節痛　ほか_x000D_
●泉温：13度",温泉・サウナ
1136,https://niigata-kankou.or.jp/spot/11658,小木温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23178/trim.900/3/2?v=4e0380919e5d3cd2df1b73c8452d6e0ffb15cbd5,37.820362,138.28562,佐渡エリア,"温泉地, 温泉宿泊施設, 日帰り温泉",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリュウム炭酸水素塩泉_x000D_
●主な効能：リウマチ性疾患、高血圧症、動脈硬化症_x000D_
●泉温：43度",温泉・サウナ
1148,https://niigata-kankou.or.jp/spot/44388,NEST nagaoka（ネスト長岡）,https://niigata-kankou.or.jp/image/rendering/attraction_image/160666/trim.900/3/2?v=3c1fb9c4b2069babc7c69eef91f57a2852a4b765,37.4483804647245,138.84886299999997,長岡・柏崎エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,"【今後の展開】_x000D_
　長岡市内の４大学１高専の学生の皆さまや、地域の企業の皆さまと当施設で語り合い、実証を重ね、様々なイノベーションを生み出してまいります。",観光施設
1153,https://niigata-kankou.or.jp/spot/43155,体験施設「地炉」,https://niigata-kankou.or.jp/image/rendering/attraction_image/159035/trim.900/3/2?v=0438fc7d7788fdb3bb9f6165144da75e61eeb178,37.0641361,138.5976026,湯沢・魚沼エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
1154,https://niigata-kankou.or.jp/spot/10110,北代ぶどう園（直売のみ）,https://niigata-kankou.or.jp/image/rendering/attraction_image/16068/trim.900/3/2?v=52e72de019d2396be07313f918704e591e30ffa4,37.141982,138.371086,妙高・上越・糸魚川エリア,"おみやげ,市場・産直,フルーツ・野菜収穫",情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1５日（予定）まで,情報がありません,フルーツ・野菜収穫
1157,https://niigata-kankou.or.jp/spot/11915,三国街道塩沢宿武者人形かざり,https://niigata-kankou.or.jp/image/rendering/attraction_image/4073/trim.900/3/2?v=1fa97f0f27595da71abe6f55e8c376d9e97714d4,37.0411,138.853,湯沢・魚沼エリア,"町並み, 祭り・伝統行事, 見る, アート・文化, 観光施設","夫婦, 女性, ファミリー",情報なし,情報がありません,2023年4月15日（土曜日）～6月5日（月曜日）,●手作りマップ入手先：中島屋,観光施設
1160,https://niigata-kankou.or.jp/spot/15289,新潟ふるさと村 GWフェスティバル,https://niigata-kankou.or.jp/image/rendering/attraction_image/118216/trim.900/3/2?v=d4470c202684b3189e635297bf07822035be176e,37.866349,139.020192,新潟・阿賀エリア,"グルメ・フードフェス, アート・文化, 作る, ショッピング, 観光施設, 花・紅葉・蛍",情報なし,情報なし,情報がありません,2023年4月29日（土曜日・祝）～5月7日（日曜日）,情報がありません,観光施設
1175,https://niigata-kankou.or.jp/spot/7057,高橋酒造（株）／「長陵」,https://niigata-kankou.or.jp/image/rendering/attraction_image/131605/trim.900/3/2?v=e9e92ab0df3341813b8b0cd46d5d008c9100ccf2,37.4554,138.865165,長岡・柏崎エリア,"地酒・地ビール・ワイン,酒蔵見学,おみやげ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
